classifier,num_bands,OA_mean,OA_std,AA_mean,AA_std,Kappa_mean,Kappa_std,train_time_mean,model_size_mb_mean,experiment,num_runs
knn,20,0.6926829268292682,,0.5729748259347666,,0.6470313326309489,,16.30162525177002,53.904,exp13,2
knn,25,0.6673170731707317,,0.5455664679899828,,0.6177936845880723,,16.30162525177002,53.904,exp13,2
knn,30,0.6902439024390243,,0.5872349562003316,,0.6438905237264521,,16.30162525177002,53.904,exp13,2
rf,20,0.8424390243902439,,0.8117829053920647,,0.8190116612633022,,16.30162525177002,53.904,exp13,2
rf,25,0.8507317073170731,,0.8115663726385494,,0.8285519375844873,,16.30162525177002,53.904,exp13,2
rf,30,0.8604878048780488,,0.8088036380749911,,0.839877079781798,,16.30162525177002,53.904,exp13,2
svc,20,0.8453658536585366,,0.8807525077308845,,0.8246233794833238,,16.30162525177002,53.904,exp13,2
svc,25,0.8419512195121951,,0.8504105130872183,,0.8203056751428532,,16.30162525177002,53.904,exp13,2
svc,30,0.8580487804878049,,0.8682475251926614,,0.8385307284238699,,16.30162525177002,53.904,exp13,2
