classifier,num_bands,OA,AA,Kappa,classifier_time_sec,selected_bands,experiment,dataset,run,train_time_sec,model_size_mb
svc,20,0.9358950674302605,0.9734807254331864,0.9286336609128407,18.96053981781006,"[1, 9, 13, 46, 53, 61, 69, 83, 89, 95, 96, 100, 103, 112, 158, 168, 173, 178, 182, 196]",exp1,KSC,3,62.74305701255798,230.19
knn,20,0.9111398485128395,0.9520912352494036,0.9009817744723273,1.5981898307800293,"[1, 9, 13, 46, 53, 61, 69, 83, 89, 95, 96, 100, 103, 112, 158, 168, 173, 178, 182, 196]",exp1,KSC,3,62.74305701255798,230.19
rf,25,0.9486421577683355,0.9732680818786554,0.9427364129247676,21.703201293945312,"[1, 9, 13, 46, 53, 61, 67, 69, 83, 89, 95, 96, 100, 103, 112, 119, 131, 158, 168, 169, 173, 178, 179, 182, 196]",exp1,KSC,3,62.74305701255798,230.19
svc,25,0.9370035100683539,0.9736072702114799,0.929849698502184,20.50027060508728,"[1, 9, 13, 46, 53, 61, 67, 69, 83, 89, 95, 96, 100, 103, 112, 119, 131, 158, 168, 169, 173, 178, 179, 182, 196]",exp1,KSC,3,62.74305701255798,230.19
knn,25,0.9123406613707741,0.9523197446167062,0.9023014816218122,1.7223222255706787,"[1, 9, 13, 46, 53, 61, 67, 69, 83, 89, 95, 96, 100, 103, 112, 119, 131, 158, 168, 169, 173, 178, 179, 182, 196]",exp1,KSC,3,62.74305701255798,230.19
rf,30,0.9462405320524663,0.9715745477939404,0.9400571109451362,21.610299348831177,"[1, 9, 13, 46, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 112, 119, 128, 131, 158, 168, 169, 171, 173, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
svc,30,0.9383890633659708,0.9741716135763645,0.9313991611154896,21.486072063446045,"[1, 9, 13, 46, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 112, 119, 128, 131, 158, 168, 169, 171, 173, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
knn,30,0.912248291150933,0.95115191054349,0.9021719795236033,1.7460784912109375,"[1, 9, 13, 46, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 112, 119, 128, 131, 158, 168, 169, 171, 173, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
rf,35,0.9476260853500831,0.9726017358212147,0.9416037513380063,21.06019687652588,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 110, 112, 119, 128, 131, 158, 162, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
svc,35,0.9397746166635876,0.9746795749668996,0.9329396660572932,22.678517818450928,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 110, 112, 119, 128, 131, 158, 162, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
knn,35,0.9074450397191945,0.9494797731458817,0.8968023827998302,1.8565993309020996,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 110, 112, 119, 128, 131, 158, 162, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
rf,40,0.9480879364492888,0.9732591393476583,0.9421183162755435,24.22771430015564,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 107, 110, 112, 119, 121, 128, 131, 148, 155, 158, 162, 166, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
svc,40,0.9398669868834287,0.9742832573877923,0.9330366428367739,24.65660285949707,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 107, 110, 112, 119, 121, 128, 131, 148, 155, 158, 162, 166, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
knn,40,0.9035654904858673,0.9479699449174117,0.8924427618917861,1.8476295471191406,"[1, 9, 13, 46, 47, 53, 56, 61, 67, 69, 83, 89, 95, 96, 100, 101, 103, 106, 107, 110, 112, 119, 121, 128, 131, 148, 155, 158, 162, 166, 168, 169, 171, 173, 174, 178, 179, 182, 190, 196]",exp1,KSC,3,62.74305701255798,230.19
rf,10,0.9423609828191392,0.9700915703279773,0.9357621128695434,15.2011239528656,"[34, 40, 47, 64, 74, 92, 109, 124, 134, 152]",exp1,KSC,4,62.726165771484375,230.19
svc,10,0.9310918159985221,0.9706536418764347,0.923320092571556,15.79775333404541,"[34, 40, 47, 64, 74, 92, 109, 124, 134, 152]",exp1,KSC,4,62.726165771484375,230.19
knn,10,0.9146499168668022,0.9569580033152267,0.9048927971013365,0.6760177612304688,"[34, 40, 47, 64, 74, 92, 109, 124, 134, 152]",exp1,KSC,4,62.726165771484375,230.19
rf,15,0.9491963790873822,0.9744715402660209,0.943368940212436,14.591637134552002,"[30, 34, 40, 47, 62, 64, 74, 92, 98, 109, 124, 133, 134, 152, 181]",exp1,KSC,4,62.726165771484375,230.19
svc,15,0.9334010714945502,0.9729048840988824,0.9258801132734731,16.481865406036377,"[30, 34, 40, 47, 62, 64, 74, 92, 98, 109, 124, 133, 134, 152, 181]",exp1,KSC,4,62.726165771484375,230.19
