classifier,num_bands,OA,AA,Kappa,classifier_time_sec,selected_bands,experiment,dataset,run,train_time_sec,model_size_mb
knn,25,0.72,0.6207769586387966,0.6780177253061869,0.13416314125061035,"[24, 35, 40, 42, 60, 73, 88, 92, 95, 100, 107, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 191, 193, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
rf,30,0.833170731707317,0.7647535364585554,0.8084867861072473,5.536092519760132,"[24, 35, 40, 42, 60, 71, 73, 88, 92, 95, 100, 107, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 193, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
svc,30,0.8624390243902439,0.8980158914120973,0.8437535895997892,2.552365779876709,"[24, 35, 40, 42, 60, 71, 73, 88, 92, 95, 100, 107, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 193, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
knn,30,0.7263414634146341,0.6272832815527813,0.6849172902749977,0.12854695320129395,"[24, 35, 40, 42, 60, 71, 73, 88, 92, 95, 100, 107, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 193, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
rf,35,0.8307317073170731,0.7491271397788855,0.8057990821082082,5.258879899978638,"[24, 35, 40, 42, 60, 70, 71, 73, 88, 92, 95, 100, 103, 107, 108, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
svc,35,0.8541463414634146,0.8727934686530431,0.8341914782075205,2.8658978939056396,"[24, 35, 40, 42, 60, 70, 71, 73, 88, 92, 95, 100, 103, 107, 108, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
knn,35,0.6858536585365854,0.5670040497980974,0.6379342451071621,0.13563251495361328,"[24, 35, 40, 42, 60, 70, 71, 73, 88, 92, 95, 100, 103, 107, 108, 121, 135, 137, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
rf,40,0.8404878048780487,0.7681572737784821,0.8171187839892795,6.24601411819458,"[7, 11, 24, 35, 40, 42, 60, 70, 71, 73, 84, 88, 92, 95, 100, 103, 107, 108, 109, 121, 135, 137, 138, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
svc,40,0.8648780487804878,0.8731290022363378,0.8464115035714701,2.6614084243774414,"[7, 11, 24, 35, 40, 42, 60, 70, 71, 73, 84, 88, 92, 95, 100, 103, 107, 108, 109, 121, 135, 137, 138, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
knn,40,0.7151219512195122,0.5926347570947057,0.6724544358183604,0.13599514961242676,"[7, 11, 24, 35, 40, 42, 60, 70, 71, 73, 84, 88, 92, 95, 100, 103, 107, 108, 109, 121, 135, 137, 138, 145, 147, 149, 157, 160, 167, 171, 175, 181, 189, 190, 191, 192, 193, 194, 198, 199]",exp1,Indian_pines,2,17.341301679611206,53.904
